csvdate,nav
2023-11-29,118.4013
2023-11-30,118.4149
2023-12-01,118.4801
2023-12-04,118.4739
2023-12-05,117.9853
2023-12-06,118.4851
2023-12-07,118.2933
2023-12-08,118.3192
2023-12-11,118.3383
2023-12-12,118.5241
2023-12-13,118.9032
2023-12-14,120.1696
2023-12-15,120.9027
2023-12-18,120.5708
2023-12-19,120.7892
2023-12-20,121.031
2023-12-21,120.9883
2023-12-22,121.0218
2023-12-27,121.9941
2023-12-28,122.4622
2023-12-29,122.4313
2024-01-02,121.9787
2024-01-03,121.1348
2024-01-04,120.9861
2024-01-05,120.659
2024-01-08,120.432
2024-01-09,120.3658
2024-01-10,120.1356
2024-01-11,120.5489
2024-01-12,120.7789
2024-01-15,120.7878
2024-01-16,119.7222
2024-01-17,118.5917
2024-01-18,118.6002
2024-01-19,119.3695
2024-01-22,119.3074
2024-01-23,119.4325
2024-01-24,119.9778
2024-01-25,120.5994
2024-01-26,120.5549
2024-01-29,121.0392
2024-01-30,120.8431
2024-01-31,120.9659
2024-02-01,121.267
2024-02-02,121.6475
2024-02-05,121.0471
2024-02-06,121.4842
2024-02-07,121.9903
2024-02-08,122.0185
2024-02-19,122.639
2024-02-20,122.7734
2024-02-21,122.7085
2024-02-22,123.3311
2024-02-23,123.8206
2024-02-26,123.6024
2024-02-27,123.5129
2024-02-28,123.319
2024-02-29,123.4822
2024-03-01,123.9085
2024-03-04,124.4979
2024-03-05,124.3861
2024-03-06,124.7608
2024-03-07,125.4558
2024-03-08,125.9907
2024-03-11,125.4204
2024-03-12,125.722
2024-03-13,125.6215
2024-03-14,125.5522
2024-03-15,124.7484
2024-03-18,125.1706
2024-03-19,124.9659
2024-03-20,125.1094
2024-03-21,126.4891
2024-03-22,126.1691
2024-03-25,125.9273
2024-03-26,125.9653
2024-03-27,126.0513
2024-03-28,126.1047
2024-04-02,126.2314
2024-04-03,125.948
2024-04-08,126.0403
2024-04-09,126.7779
2024-04-10,126.3276
2024-04-11,126.2824
2024-04-12,125.6679
2024-04-15,125.0205
2024-04-16,123.3881
2024-04-17,123.4351
2024-04-18,123.8456
2024-04-19,122.4657
2024-04-22,122.8782
2024-04-23,123.4531
2024-04-24,124.537
2024-04-25,124.0087
2024-04-26,124.6787
2024-04-29,125.4236
2024-04-30,125.2509
2024-05-06,126.5001
2024-05-07,126.9686
2024-05-08,126.8417
2024-05-09,126.6708
2024-05-10,127.3915
2024-05-13,127.738
2024-05-14,127.944
2024-05-16,129.5863
2024-05-17,129.4992
2024-05-20,129.8311
2024-05-21,129.4438
2024-05-22,129.6474
2024-05-23,129.5675
2024-05-24,129.0611
2024-05-27,129.6056
2024-05-28,129.5708
2024-05-29,128.4287
2024-05-30,127.6475
2024-05-31,127.51
2024-06-03,129.0728
2024-06-04,127.927
2024-06-05,128.5046
2024-06-06,129.3456
2024-06-07,129.3319
2024-06-11,128.7955
2024-06-12,129.507
2024-06-13,130.046
2024-06-14,129.9957
2024-06-17,129.7257
2024-06-18,130.4891
2024-06-19,131.4527
2024-06-20,131.6184
2024-06-21,131.0972
2024-06-24,130.3509
2024-06-25,130.6798
2024-06-26,130.7106
